Store_Number,Store_Name,Status,WFM_Region,WFM_Region_Abbr,Op_Area,UNFI_DC,UNFI_Region,Distributor,Merch_Partner,Wire_Rack,DC_Source,Address,City,State,Zip,Latitude,Longitude
10552,Voss,Open,Southwest,SW,Central West,"Lancaster, TX",West,UNFI,Final Touch,No,mapped,1407 S Voss Rd,Houston,TX,77057,29.7525196,-95.4999
10011,"WEL CLOSED Wellesley Hills, MA",Closed,North Atlantic,,North Atlantic & International,"Chesterfield, NH",,Rainforest,Uncovered,No,inferred (region modal),278 Washington St,Wellesley Hills,MA,2181,42.312748,-71.2737
10308,"WLM Franklin, TN CLOSED (Williamson)",Closed,South,SO,Southeast,"Atlanta, GA",,Unknown,Uncovered,No,inferred (region modal),1735 Galleria Suite B,Franklin,TN,37067,35.9628181,-86.8128
10101,Walnut Creek,Open,Northern California,NC,California,"Rocklin, CA",West,UNFI,Uncovered,No,mapped,1333 Newell Ave,Walnut Creek,CA,94596,37.8927307,-122.0553
10777,Walter Reed,Open,Mid-Atlantic,MA,Northeast,"York, PA",,UNFI,Final Touch,Yes,inferred (region modal),7130 12th St NW,Washington,DC,20012,38.9762993,-77.0292
10373,Washington Park,Open,Rocky Mountain,RM,Central West,"Aurora, CO",West,UNFI,Uncovered,No,mapped,1111 S Washington St,Denver,CO,80210,39.6959877,-104.98
10586,Wauwatosa,Open,Midwest,MW,Midwest,"Sturtevant, WI (RAC)",East,UNFI,Uncovered,No,mapped,11100 W Burleigh St Ste 110,Wauwatosa,WI,53222,43.0754433,-88.0515
10592,Waverly,Open,South,SO,Southeast,"Atlanta, GA",East,UNFI,Uncovered,No,mapped,7221 Waverly Walk Ave,Charlotte,NC,28277,35.0532303,-80.7673
10093,Wayland,Closed,North Atlantic,,North Atlantic & International,"Chesterfield, NH",,Rainforest,Uncovered,No,inferred (region modal),317 Boston Post Rd,Wayland,MA,1778,42.3620834,-71.3653
10732,Wayne,Open,Northeast,NE,Northeast,"Montgomery, NY (HVA)",,Rainforest,Final Touch,No,inferred (region modal),560 Valley Rd,Wayne,NJ,7470,40.9307899,-74.2266
10711,Weehawken,Open,Northeast,NE,Northeast,"Montgomery, NY (HVA)",,Rainforest,Final Touch,No,inferred (region modal),1400 Waterfront Ter,Weehawken,NJ,7086,40.7618103,-74.0229
10413,Wellesley,Open,North Atlantic,,North Atlantic & International,"Dayville, CT",East,Rainforest,Final Touch,No,mapped,442 Washington St,Wellesley,MA,2482,42.3025894,-71.2856
10195,Wellington,Open,Florida,FL,Southeast,"Sarasota, FL",East,UNFI,Final Touch,Yes,mapped,2635 S State Road 7,Wellington,FL,33414,26.6412601,-80.2063
10698,West Ashley,Open,South,SO,Southeast,"Atlanta, GA",East,UNFI,Uncovered,No,mapped,1125 Savannah Hwy,Charleston,SC,29407,32.78265,-79.9964
10120,West Bloomfield,Open,Midwest,MW,Midwest,"Sturtevant, WI (RAC)",East,UNFI,Uncovered,No,mapped,7350 Orchard Lake Rd,West Bloomfield,MI,48322,42.5292397,-83.3629
10839,West Boca Raton,Open,Florida,FL,Southeast,"Sarasota, FL",,UNFI,Final Touch,No,inferred (region modal),9560 Glades Rd Ste 120,Boca Raton,FL,33434,26.3675423,-80.1954
10598,West Broad Street,Open,Mid-Atlantic,MA,Southeast,"York, PA",,UNFI,Uncovered,No,inferred (region modal),2024 W Broad St,Richmond,VA,23220,37.5578423,-77.4615
10611,West Cary,Open,South,SO,Southeast,"Atlanta, GA",East,UNFI,Basemakers,No,mapped,5055 Arco St,Cary,NC,27519,35.8335915,-78.8825
10460,West Des Moines,Open,Midwest,MW,Midwest,"Iowa City, IA",East,UNFI,Uncovered,No,mapped,4100 University Ave Ste 260,West Des Moines,IA,50266,41.5980797,-93.761
10217,West Hartford,Open,North Atlantic,,North Atlantic & International,"Dayville, CT",East,Rainforest,Final Touch,No,mapped,50 Raymond Rd,West Hartford,CT,6107,41.7609634,-72.7389
10109,West Hollywood,Open,Southern Pacific,SP,California,"Moreno Valley, CA",West,UNFI,Basemakers,No,mapped,7871 Santa Monica Blvd,West Hollywood,CA,90046,34.0917511,-118.3608
10385,West Lane,Open,Midwest,MW,Midwest,"Sturtevant, WI (RAC)",East,UNFI,Uncovered,No,mapped,1555 W Lane Ave,Columbus,OH,43221,40.0065956,-83.0526
10572,West Loop,Open,Midwest,MW,Midwest,"Sturtevant, WI (RAC)",East,UNFI,Final Touch,No,mapped,1 N Halsted St,Chicago,IL,60661,41.8819199,-87.6471
10045,West Los Angeles,Closed,Southern Pacific,SP,California,"Moreno Valley, CA",West,Unknown,Uncovered,No,mapped,11666 National Blvd,Los Angeles,CA,90064,34.0225945,-118.438
10265,West Orange,Open,Northeast,NE,Northeast,"Montgomery, NY (HVA)",East,Rainforest,Final Touch,No,mapped,235 Prospect Ave,West Orange,NJ,7052,40.8042183,-74.2489
10206,West Paces Ferry,Open,South,SO,Southeast,"Atlanta, GA",East,UNFI,Basemakers,No,mapped,77 W Paces Ferry Rd NW,Atlanta,GA,30305,33.8408394,-84.3811
10529,West Palm Beach,Open,Florida,FL,Southeast,"Sarasota, FL",East,UNFI,Final Touch,No,mapped,1845 Palm Beach Lakes Blvd,West Palm Beach,FL,33401,26.7206821,-80.0892
10524,West Seattle,Open,Pacific Northwest,PN,Central West,"Ridgefield, WA",,UNFI,Basemakers,No,inferred (region modal),4755 Fauntleroy Way SW Ste 190,Seattle,WA,98116,47.5607452,-122.3819
10706,Westbury,Open,Northeast,NE,Northeast,"Montgomery, NY (HVA)",,Rainforest,Final Touch,Yes,inferred (region modal),867 E Gate Blvd,Garden City,NY,11530,40.7423134,-73.6085
10612,Westchase,Open,Southwest,SW,Central West,"Lancaster, TX",West,UNFI,Final Touch,No,mapped,11041 Westheimer Rd,Houston,TX,77042,29.7350674,-95.5705
10620,Westford,Open,North Atlantic,,North Atlantic & International,"Chesterfield, NH",East,Rainforest,Uncovered,No,mapped,160 Littleton Rd,Westford,MA,1886,42.5677986,-71.4206
10216,Westlake,Open,Pacific Northwest,PN,Central West,"Ridgefield, WA",West,UNFI,Basemakers,No,mapped,2210 Westlake Ave,Seattle,WA,98121,47.618248,-122.3379
10394,Westminster CLOSED,Closed,Rocky Mountain,RM,Central West,"Aurora, CO",,Unknown,Uncovered,No,inferred (region modal),9229 Sheridan Blvd,Westminster,CO,80031,39.864933,-105.0548
10355,Westport,Open,Northeast,NE,Northeast,"Montgomery, NY (HVA)",East,Rainforest,Final Touch,Yes,mapped,399 Post Rd W,Westport,CT,6880,41.1280861,-73.38
10176,Westwood,Open,Southern Pacific,SP,California,"Moreno Valley, CA",West,UNFI,Basemakers,Yes,mapped,1050 Gayley Ave,Los Angeles,CA,90024,34.0611916,-118.447
10377,Wexford,Open,Mid-Atlantic,MA,Midwest,"York, PA",East,UNFI,Uncovered,No,mapped,10576 Perry Hwy,Wexford,PA,15090,40.6122513,-80.0529
10068,Wheaton CLOSED,Closed,Midwest,MW,Midwest,"Sturtevant, WI (RAC)",,Unknown,Uncovered,No,inferred (region modal),151 Rice Lake Sq,Wheaton,IL,60189,41.8311234,-88.0994
10661,Wheaton NEW,Open,Midwest,MW,Midwest,"Sturtevant, WI (RAC)",East,UNFI,Final Touch,No,mapped,89 Danada Sq E,Wheaton,IL,60189,41.8302193,-88.1018
10163,White Plains,Open,Northeast,NE,Northeast,"Montgomery, NY (HVA)",East,Rainforest,Final Touch,Yes,mapped,110 Bloomingdale Rd,White Plains,NY,10605,41.0282936,-73.7589
10454,Whole Foods Wine and Spirits,Open,Rocky Mountain,RM,Central West,"Aurora, CO",,UNFI,Uncovered,No,inferred (region modal),2315 30th St,Boulder,CO,80301,40.0243624,-105.2539
10313,Whole Grocer (base),Closed,North Atlantic,,North Atlantic & International,"Chesterfield, NH",,Rainforest,Uncovered,No,inferred (region modal),127 Marginal Way,Portland,ME,4101,43.6635056,-70.2616
10504,Wichita,Open,Rocky Mountain,RM,Midwest,"Aurora, CO",West,UNFI,Uncovered,No,mapped,1423 N Webb Rd Ste 101,Wichita,KS,67206,37.7089844,-97.2279
10007,Wilcrest,Closed,Southwest,SW,Central West,"Lancaster, TX",,Unknown,Uncovered,No,inferred (region modal),11145 Westheimer Rd,Houston,TX,77042,29.7347183,-95.5728
10487,Williamsburg,Open,Northeast,NE,Northeast,"Montgomery, NY (HVA)",East,Rainforest,Final Touch,Yes,mapped,238 Bedford Ave,Brooklyn,NY,11249,40.7161675,-73.9598
10573,Willowbrook,Open,Midwest,MW,Midwest,"Sturtevant, WI (RAC)",East,UNFI,Final Touch,No,mapped,6300 S Robert Kingery Highway,Willowbrook,IL,60527,41.7730751,-87.9495
10164,Willowbrook Closed,Closed,Midwest,MW,Midwest,"Sturtevant, WI (RAC)",,Unknown,Uncovered,No,inferred (region modal),201 63rd St,Willowbrook,IL,60527,41.7732582,-87.952
10453,Wilmington,Open,South,SO,Southeast,"Atlanta, GA",East,UNFI,Uncovered,No,mapped,3804 Oleander Dr,Wilmington,NC,28403,34.2136879,-77.9008
10383,Wilshire Blvd,Closed,Southern Pacific,SP,California,"Moreno Valley, CA",,Unknown,Uncovered,No,inferred (region modal),500 Wilshire Blvd,Santa Monica,CA,90401,34.0197906,-118.4969
10110,Winston-Salem,Open,South,SO,Southeast,"Atlanta, GA",East,UNFI,Uncovered,No,mapped,41 Miller St,Winston Salem,NC,27104,36.0941811,-80.2738
10085,Winter Park,Closed,Florida,FL,Southeast,"Sarasota, FL",,Unknown,Uncovered,No,inferred (region modal),1989 Aloma Ave,Winter Park,FL,32792,28.6010647,-81.3249
10580,Winter Park North,Open,Florida,FL,Southeast,"Sarasota, FL",East,UNFI,Uncovered,No,mapped,1030 N Orlando Ave,Winter Park,FL,32789,28.6068459,-81.3633
10233,Woburn,Open,North Atlantic,,North Atlantic & International,"Chesterfield, NH",East,Rainforest,Final Touch,No,mapped,400 Cambridge Rd,Woburn,MA,1801,42.4604797,-71.1635
10628,Woodbury,Open,Midwest,MW,Midwest,"Iowa City, IA",East,UNFI,Uncovered,No,mapped,305 Radio Dr,Woodbury,MN,55125,44.9431343,-92.9304
10774,Woodcliff Lake,Open,Northeast,NE,Northeast,"Montgomery, NY (HVA)",,Rainforest,Final Touch,No,inferred (region modal),500 Chestnut Ridge Rd,Woodcliff Lake,NJ,7677,41.0431404,-74.0713
10099,Woodland Hills,Open,Southern Pacific,SP,California,"Moreno Valley, CA",West,UNFI,Basemakers,No,mapped,21347 Ventura Blvd,Woodland Hills,CA,91364,34.1682281,-118.5969
10574,Woodlands,Open,Southwest,SW,Central West,"Lancaster, TX",West,UNFI,Final Touch,Yes,mapped,1925 Hughes Landing Blvd Ste 100,The Woodlands,TX,77380,30.1693916,-95.4708
10224,Woodruff,Open,South,SO,Southeast,"Atlanta, GA",East,UNFI,Uncovered,No,mapped,1140 Woodruff Rd,Greenville,SC,29607,34.8255196,-82.3008
10025,Woodway,Closed,Southwest,SW,Central West,"Lancaster, TX",,Unknown,Uncovered,No,inferred (region modal),6401 Woodway Dr Ste 149,Houston,TX,77057,29.7547169,-95.4988
10058,Wynnewood,Closed,Mid-Atlantic,MA,Northeast,"York, PA",,Unknown,Uncovered,No,inferred (region modal),339 E Lancaster Ave,Wynnewood,PA,19096,40.0019989,-75.2771
10496,Wynnewood NEW,Open,Mid-Atlantic,MA,Northeast,"York, PA",East,UNFI,Final Touch,No,mapped,15 E Wynnewood Rd,Wynnewood,PA,19096,40.0019531,-75.2756
10472,Yale,Open,Southwest,SW,Midwest,"Lancaster, TX",West,UNFI,Uncovered,No,mapped,9136 S Yale Ave,Tulsa,OK,74137,36.0306587,-95.9234
10548,Ygnacio Valley Road,Open,Northern California,NC,California,"Rocklin, CA",West,UNFI,Uncovered,No,mapped,2941 Ygnacio Valley Rd,Walnut Creek,CA,94598,37.9259071,-122.0154
10343,Yonkers,Open,Northeast,NE,Northeast,"Montgomery, NY (HVA)",East,Rainforest,Final Touch,Yes,mapped,33 Market St,Yonkers,NY,10710,40.9617157,-73.8565
10032,ventura,Closed,Florida,FL,Southeast,"Sarasota, FL",,Unknown,Uncovered,No,inferred (region modal),3565 NE 207th St,Aventura,FL,33180,25.9559994,-80.139
